Time_ms,RPM,NormalizedRPM,Gear,Throttle,Slip,Surface,W_Idle,W_Low,W_Mid,W_High,W_Redline,P_Idle,P_Low,P_Mid,P_High,P_Redline,EngineGain,BedKey,BedGain,Trigger,DominantBand,Crossfade
6864,16220.0,0.9376,1,1.000,0.374,asphalt,0.0000,0.0000,0.0000,0.2496,0.7504,3.5000,2.1833,1.9790,2.9068,2.1101,1.0000,,0.0000,,4,1
6920,16332.0,0.9466,1,1.000,0.360,asphalt,0.0000,0.0000,0.0000,0.2138,0.7862,3.5000,2.1984,1.9927,2.9269,2.1246,1.0000,,0.0000,,4,1
6972,16413.0,0.9530,1,1.000,0.347,asphalt,0.0000,0.0000,0.0000,0.1878,0.8122,3.5000,2.2093,2.0026,2.9414,2.1352,1.0000,,0.0000,,4,1
7022,16482.0,0.9586,1,1.000,0.334,asphalt,0.0000,0.0000,0.0000,0.1658,0.8342,3.5000,2.2186,2.0110,2.9538,2.1441,1.0000,,0.0000,,4,1
7076,16547.0,0.9638,1,1.000,0.318,asphalt,0.0000,0.0000,0.0000,0.1450,0.8550,3.5000,2.2274,2.0189,2.9654,2.1526,1.0000,,0.0000,,4,1
7126,16585.0,0.9668,1,1.000,0.306,asphalt,0.0000,0.0000,0.0000,0.1328,0.8672,3.5000,2.2325,2.0235,2.9722,2.1575,1.0000,,0.0000,,4,1
7182,16634.0,0.9707,1,1.000,0.300,asphalt,0.0000,0.0000,0.0000,0.1171,0.8829,3.5000,2.2391,2.0295,2.9810,2.1639,1.0000,,0.0000,,4,1
7239,15777.0,0.9022,1,0.000,0.275,asphalt,0.0000,0.0000,0.0000,0.3914,0.6086,3.5000,2.1237,1.9250,2.8274,2.0524,0.4500,,0.0000,,4,1
7293,14156.0,0.7725,1,0.000,0.213,asphalt,0.0000,0.0000,0.0000,0.9101,0.0899,3.5000,1.9055,1.7272,2.5369,1.8416,0.4500,,0.0000,,3,0
7350,12702.0,0.6562,2,0.000,0.138,asphalt,0.0000,0.0000,0.3754,0.6246,0.0000,3.2230,1.7098,1.5498,2.2763,1.6524,0.4500,,0.0000,shift_up,3,1
7407,12403.0,0.6322,2,1.000,0.106,asphalt,0.0000,0.0000,0.4710,0.5290,0.0000,3.1472,1.6695,1.5133,2.2228,1.6135,1.0000,,0.0000,,3,1
7457,12603.0,0.6482,2,1.000,0.112,asphalt,0.0000,0.0000,0.4070,0.5930,0.0000,3.1979,1.6965,1.5377,2.2586,1.6395,1.0000,,0.0000,,3,1
7514,12824.0,0.6659,2,1.000,0.116,asphalt,0.0000,0.0000,0.3363,0.6637,0.0000,3.2540,1.7262,1.5647,2.2982,1.6683,1.0000,,0.0000,,3,1
7570,13042.0,0.6834,2,1.000,0.120,asphalt,0.0000,0.0000,0.2666,0.7334,0.0000,3.3093,1.7556,1.5913,2.3373,1.6966,1.0000,,0.0000,,3,1
7627,13256.0,0.7005,2,1.000,0.123,asphalt,0.0000,0.0000,0.1981,0.8019,0.0000,3.3636,1.7844,1.6174,2.3756,1.7245,1.0000,,0.0000,,3,1
7677,13436.0,0.7149,2,1.000,0.125,asphalt,0.0000,0.0000,0.1405,0.8595,0.0000,3.4093,1.8086,1.6393,2.4079,1.7479,1.0000,,0.0000,,3,1
7734,13612.0,0.7290,2,1.000,0.127,asphalt,0.0000,0.0000,0.0842,0.9158,0.0000,3.4539,1.8323,1.6608,2.4394,1.7708,1.0000,,0.0000,,3,0
7784,13783.0,0.7426,2,1.000,0.129,asphalt,0.0000,0.0000,0.0294,0.9706,0.0000,3.4973,1.8553,1.6817,2.4701,1.7930,1.0000,,0.0000,,3,0
7834,13948.0,0.7558,2,1.000,0.130,asphalt,0.0000,0.0000,0.0000,0.9766,0.0234,3.5000,1.8775,1.7018,2.4996,1.8145,1.0000,,0.0000,,3,0
7884,14106.0,0.7685,2,1.000,0.131,asphalt,0.0000,0.0000,0.0000,0.9261,0.0739,3.5000,1.8988,1.7211,2.5280,1.8350,1.0000,,0.0000,,3,0
7935,14257.0,0.7806,2,1.000,0.131,asphalt,0.0000,0.0000,0.0000,0.8778,0.1222,3.5000,1.9191,1.7395,2.5550,1.8547,1.0000,,0.0000,,3,1
7992,14424.0,0.7939,2,1.000,0.131,asphalt,0.0000,0.0000,0.0000,0.8243,0.1757,3.5000,1.9416,1.7599,2.5849,1.8764,1.0000,,0.0000,,3,1
8051,14556.0,0.8045,2,1.000,0.135,asphalt,0.0000,0.0000,0.0000,0.7821,0.2179,3.5000,1.9593,1.7760,2.6086,1.8936,1.0000,,0.0000,,3,1
8108,14727.0,0.8182,2,1.000,0.138,asphalt,0.0000,0.0000,0.0000,0.7274,0.2726,3.5000,1.9824,1.7969,2.6392,1.9158,1.0000,,0.0000,,3,1
8158,14874.0,0.8299,2,1.000,0.128,asphalt,0.0000,0.0000,0.0000,0.6803,0.3197,3.5000,2.0022,1.8148,2.6656,1.9350,1.0000,,0.0000,,3,1
8214,15003.0,0.8402,2,1.000,0.126,asphalt,0.0000,0.0000,0.0000,0.6390,0.3610,3.5000,2.0195,1.8305,2.6887,1.9517,1.0000,,0.0000,,3,1
8268,15102.0,0.8482,2,1.000,0.123,asphalt,0.0000,0.0000,0.0000,0.6074,0.3926,3.5000,2.0328,1.8426,2.7065,1.9646,1.0000,,0.0000,,3,1
8326,15207.0,0.8566,2,1.000,0.119,asphalt,0.0000,0.0000,0.0000,0.5738,0.4262,3.5000,2.0470,1.8554,2.7253,1.9783,1.0000,,0.0000,,3,1
8382,15290.0,0.8632,2,1.000,0.116,asphalt,0.0000,0.0000,0.0000,0.5472,0.4528,3.5000,2.0582,1.8655,2.7401,1.9891,1.0000,,0.0000,,3,1
8435,15381.0,0.8705,2,1.000,0.111,asphalt,0.0000,0.0000,0.0000,0.5181,0.4819,3.5000,2.0704,1.8766,2.7565,2.0009,1.0000,,0.0000,,3,1
8485,15455.0,0.8764,2,1.000,0.107,asphalt,0.0000,0.0000,0.0000,0.4944,0.5056,3.5000,2.0804,1.8857,2.7697,2.0105,1.0000,,0.0000,,4,1
8542,15536.0,0.8829,2,1.000,0.102,asphalt,0.0000,0.0000,0.0000,0.4685,0.5315,3.5000,2.0913,1.8956,2.7842,2.0211,1.0000,,0.0000,,4,1
8592,15602.0,0.8882,2,1.000,0.098,asphalt,0.0000,0.0000,0.0000,0.4474,0.5526,3.5000,2.1001,1.9036,2.7961,2.0297,1.0000,,0.0000,,4,1
8642,15665.0,0.8932,2,1.000,0.093,asphalt,0.0000,0.0000,0.0000,0.4272,0.5728,3.5000,2.1086,1.9113,2.8073,2.0379,1.0000,,0.0000,,4,1
8692,15724.0,0.8979,2,1.000,0.089,asphalt,0.0000,0.0000,0.0000,0.4083,0.5917,3.5000,2.1166,1.9185,2.8179,2.0455,1.0000,,0.0000,,4,1
8742,15781.0,0.9025,2,1.000,0.084,asphalt,0.0000,0.0000,0.0000,0.3901,0.6099,3.5000,2.1242,1.9255,2.8281,2.0529,1.0000,,0.0000,,4,1
8792,15836.0,0.9069,2,1.000,0.079,asphalt,0.0000,0.0000,0.0000,0.3725,0.6275,3.5000,2.1316,1.9322,2.8380,2.0601,1.0000,,0.0000,,4,1
8842,15888.0,0.9110,2,1.000,0.074,asphalt,0.0000,0.0000,0.0000,0.3558,0.6442,3.5000,2.1386,1.9385,2.8473,2.0669,1.0000,,0.0000,,4,1
8892,15939.0,0.9151,2,1.000,0.069,asphalt,0.0000,0.0000,0.0000,0.3395,0.6605,3.5000,2.1455,1.9447,2.8565,2.0735,1.0000,,0.0000,,4,1
8942,15988.0,0.9190,2,1.000,0.065,asphalt,0.0000,0.0000,0.0000,0.3238,0.6762,3.5000,2.1521,1.9507,2.8652,2.0799,1.0000,,0.0000,,4,1
8992,16036.0,0.9229,2,1.000,0.060,asphalt,0.0000,0.0000,0.0000,0.3085,0.6915,3.5000,2.1586,1.9566,2.8738,2.0861,1.0000,,0.0000,,4,1
9042,16083.0,0.9266,2,1.000,0.055,asphalt,0.0000,0.0000,0.0000,0.2934,0.7066,3.5000,2.1649,1.9623,2.8823,2.0922,1.0000,,0.0000,,4,1
9092,14701.0,0.8161,2,0.000,0.026,asphalt,0.0000,0.0000,0.0000,0.7357,0.2643,3.5000,1.9789,1.7937,2.6346,1.9124,0.4500,,0.0000,,3,1
9142,13190.0,0.6952,2,0.000,0.014,asphalt,0.0000,0.0000,0.2192,0.7808,0.0000,3.3469,1.7755,1.6093,2.3638,1.7159,0.4500,,0.0000,,3,1
9192,12180.0,0.6144,3,0.333,0.004,asphalt,0.0000,0.0000,0.5424,0.4576,0.0000,3.0906,1.6395,1.4861,2.1828,1.5845,0.6331,,0.0000,shift_up,2,1
9242,12544.0,0.6435,3,1.000,0.015,asphalt,0.0000,0.0000,0.4259,0.5741,0.0000,3.1829,1.6885,1.5305,2.2480,1.6318,1.0000,,0.0000,,3,1
9292,12776.0,0.6621,3,1.000,0.017,asphalt,0.0000,0.0000,0.3517,0.6483,0.0000,3.2418,1.7197,1.5588,2.2896,1.6620,1.0000,,0.0000,,3,1
9342,12949.0,0.6759,3,1.000,0.017,asphalt,0.0000,0.0000,0.2963,0.7037,0.0000,3.2857,1.7430,1.5799,2.3206,1.6845,1.0000,,0.0000,,3,1
9392,13103.0,0.6882,3,1.000,0.018,asphalt,0.0000,0.0000,0.2470,0.7530,0.0000,3.3248,1.7638,1.5987,2.3482,1.7046,1.0000,,0.0000,,3,1
9442,13248.0,0.6998,3,1.000,0.019,asphalt,0.0000,0.0000,0.2006,0.7994,0.0000,3.3616,1.7833,1.6164,2.3742,1.7234,1.0000,,0.0000,,3,1
9492,13384.0,0.7107,3,1.000,0.021,asphalt,0.0000,0.0000,0.1571,0.8429,0.0000,3.3961,1.8016,1.6330,2.3986,1.7411,1.0000,,0.0000,,3,1
9542,13511.0,0.7209,3,1.000,0.022,asphalt,0.0000,0.0000,0.1165,0.8835,0.0000,3.4283,1.8187,1.6485,2.4213,1.7576,1.0000,,0.0000,,3,1
9592,13632.0,0.7306,3,1.000,0.023,asphalt,0.0000,0.0000,0.0778,0.9222,0.0000,3.4590,1.8350,1.6633,2.4430,1.7734,1.0000,,0.0000,,3,0
9642,13745.0,0.7396,3,1.000,0.025,asphalt,0.0000,0.0000,0.0416,0.9584,0.0000,3.4877,1.8502,1.6770,2.4633,1.7881,1.0000,,0.0000,,3,0
9692,13853.0,0.7482,3,1.000,0.026,asphalt,0.0000,0.0000,0.0070,0.9930,0.0000,3.5000,1.8647,1.6902,2.4826,1.8021,1.0000,,0.0000,,3,0
9742,13955.0,0.7564,3,1.000,0.027,asphalt,0.0000,0.0000,0.0000,0.9744,0.0256,3.5000,1.8784,1.7027,2.5009,1.8154,1.0000,,0.0000,,3,0
9792,14053.0,0.7642,3,1.000,0.027,asphalt,0.0000,0.0000,0.0000,0.9430,0.0570,3.5000,1.8916,1.7146,2.5185,1.8282,1.0000,,0.0000,,3,0
9842,14145.0,0.7716,3,1.000,0.028,asphalt,0.0000,0.0000,0.0000,0.9136,0.0864,3.5000,1.9040,1.7258,2.5349,1.8401,1.0000,,0.0000,,3,0
9892,14233.0,0.7786,3,1.000,0.028,asphalt,0.0000,0.0000,0.0000,0.8854,0.1146,3.5000,1.9159,1.7366,2.5507,1.8516,1.0000,,0.0000,,3,1
9942,14317.0,0.7854,3,1.000,0.028,asphalt,0.0000,0.0000,0.0000,0.8586,0.1414,3.5000,1.9272,1.7468,2.5658,1.8625,1.0000,,0.0000,,3,1
9992,14396.0,0.7917,3,1.000,0.027,asphalt,0.0000,0.0000,0.0000,0.8333,0.1667,3.5000,1.9378,1.7565,2.5799,1.8728,1.0000,,0.0000,,3,1
10042,14472.0,0.7978,3,1.000,0.027,asphalt,0.0000,0.0000,0.0000,0.8090,0.1910,3.5000,1.9480,1.7657,2.5935,1.8827,1.0000,,0.0000,,3,1
10092,14544.0,0.8035,3,1.000,0.026,asphalt,0.0000,0.0000,0.0000,0.7859,0.2141,3.5000,1.9577,1.7745,2.6065,1.8920,1.0000,,0.0000,,3,1
10142,14612.0,0.8090,3,1.000,0.025,asphalt,0.0000,0.0000,0.0000,0.7642,0.2358,3.5000,1.9669,1.7828,2.6186,1.9009,1.0000,,0.0000,,3,1
10192,14677.0,0.8142,3,1.000,0.024,asphalt,0.0000,0.0000,0.0000,0.7434,0.2566,3.5000,1.9756,1.7908,2.6303,1.9093,1.0000,,0.0000,,3,1
10242,14740.0,0.8192,3,1.000,0.023,asphalt,0.0000,0.0000,0.0000,0.7232,0.2768,3.5000,1.9841,1.7984,2.6416,1.9175,1.0000,,0.0000,,3,1
10292,14801.0,0.8241,3,1.000,0.022,asphalt,0.0000,0.0000,0.0000,0.7037,0.2963,3.5000,1.9923,1.8059,2.6525,1.9255,1.0000,,0.0000,,3,1
10342,14859.0,0.8287,3,1.000,0.021,asphalt,0.0000,0.0000,0.0000,0.6851,0.3149,3.5000,2.0001,1.8130,2.6629,1.9330,1.0000,,0.0000,,3,1
